channel_id_x,fusion_embedding_index,cluster_id,community_id
UCTA07vg0XdmF23gG4GD2M8w,7509,4,1
UCTA1D2Veimx_GIVM9PW8vlw,7510,5,0
UCTB7xIF9U_-EsKi67N_NALg,7511,6,1
UCTBgh4gqMtkSJ-iPmwYTrMw,7512,4,11
UCTBjtACFlDmd-g6Gtva9biQ,7513,5,10
UCTCOnxnWsjYiFByBqTJbLOw,7514,4,7
UCTChxsyS8OKZsmjwWqz3-MA,7515,6,2
UCTCjFFoX1un-j7ni4B6HJ3Q,7516,0,14
UCTCtBVxD_OSSLuaOk5YpiWA,7517,0,5
UCTDTSx8kbxGECZJxOa9mIKA,7518,6,4
UCTDqxnpbV_L4iR2YTiwjOiQ,7519,0,5
UCTDrjPTc-Q5zDbG86R2TmSA,7520,0,3
UCTELPaVOUjYGncS4iTLlWMA,7521,6,2
UCTEWPVoaYwoYkc6AAf_bFpg,7522,0,8
UCTEZttJ8uzCo_dBloEjuOSw,7523,8,0
UCTEpWW26-LKVvIP9mZkvlRw,7524,5,10
UCTEsFPBVj3s_kvif0WsrT1w,7525,5,10
UCTFBrIlufYVR80kMyIj-XUw,7526,5,10
UCTFbYVV9J-MP5k-S2sGzOhw,7527,8,0
UCTFtiPmi9YGo58Uu4qGipHQ,7528,6,0
UCTFzlMvFx2f5D9t3fl79w7Q,7529,4,1
UCTGOuh9b_Su2k5xEARHCQQA,7530,4,7
UCTGfnW-qn4P17TkWVq1BHSQ,7531,8,0
UCTH7dcyS_MB-RFWHoL8jVFg,7532,6,1
UCTHCgz6EQWE7o8MUneNE1QA,7533,8,0
UCTHTB1_BGcac49N3527qQ9Q,7534,5,14
UCTHgs-JDUK_NOlps7pLwUqw,7535,6,4
UCTINyyRItvST779DOPnB-Yg,7536,4,9
UCTISYi9ABujrrI1Slg3ZDBA,7537,4,9
UCTIVZALCaLB-XPkhHKSpA-Q,7538,0,12
UCTIgONilLxeAPqkiZrqZOzg,7539,5,0
UCTIwrjVN79npZh_C_ftw00Q,7540,6,4
UCTJ-07hum6YSrBjHS2Poz1A,7541,8,0
UCTJ9Qg-1vBu2pP_YrWUfGnQ,7542,0,8
UCTJtwfgR_siU1aJqSeEtREQ,7543,6,2
UCTJwrpjIWnQUhSXHgsIZPpw,7544,0,1
UCTK2hDxZbhUpxX0_nd7IauA,7545,4,2
UCTK6Ims5jVhui4ZvJErG7Ug,7546,4,8
UCTKDB3h5zMdf_2siDHsd_yw,7547,4,14
UCTKMPw5zwRfYo8SHcgemtng,7548,0,4
UCTLBJ_2dg5G109qFR34wRRA,7549,0,4
UCTLEcIaYJEbUEzQc3-ZvruQ,7550,0,8
UCTLZ1jlmY-VogpQXng48iKQ,7551,4,7
UCTLrbUN8W0S4BDruToEtVQA,7552,0,4
UCTM-p_LO8fsbLRMFqitWqBA,7553,4,1
UCTM4tHYVqXeAU-Kt12mY02A,7554,0,4
UCTMPud6UAqHm5O8FP_xf-5w,7555,5,2
UCTMoXjUfOSddSgrA9TO6c8A,7556,0,8
UCTMqfzLAOMqVUEyj9qW1vCw,7557,5,2
UCTN1D_QBrnLAXGjDDFaAFOA,7558,4,7
UCTN7i5ecJHGxiJuF6ro5ZZw,7559,0,2
UCTNAUH-o-_WcTHTcfxxBYMw,7560,6,1
UCTNtRdBAiZtHP9w7JinzfUg,7561,0,5
UCTODir8fjkXwRvbTC6_DQjw,7562,6,2
UCTPf84o895qPnPAkSbfm1Tw,7563,4,7
UCTPlNEVhogn_t03OSP2tyXg,7564,0,1
UCTQ-gSOpuLtgQarXw3XVmyQ,7565,0,15
UCTQVIXvcHrR9jYoJ6qaBAow,7566,4,14
UCTR5-ug1ZnBXXZlAY5BnyKQ,7567,8,0
UCTRKbVsBIAowTvU4B4yxJTA,7568,4,10
UCTRM8LE1g6UXrVZKwgw5oEA,7569,8,0
UCTRlSYsfyiv9VJVo5uy9Fvw,7570,8,0
UCTRsXJ23TtIOXXUq_qS9p9w,7571,4,9
UCTSCvnsxOcoknftrqdXQzyg,7572,5,10
UCTSRIY3GLFYIpkR2QwyeklA,7573,5,10
UCTSU5HKUit_nX_QLgBbWfqw,7574,6,2
UCTSu4x8ahsJ16T9fWiwlKdg,7575,4,3
UCTSvHZkOStz5Ak2J_q6YRlA,7576,0,5
UCTTJMptGhfJA67e40DlqbNw,7577,6,2
UCTU7zMqyCsIcaYWwtjemYoQ,7578,8,0
UCTUB24Lz6iAbQvQCwv2AzHA,7579,8,0
UCTULk5_8QRg2rXwwQHz_WUQ,7580,4,14
UCTUMam4bUNLz8mdPcaFiBpg,7581,6,7
UCTUO_3bYr50vmH0aE7byMjg,7582,5,10
UCTUeeW9zXgvDOcNltfCCXNQ,7583,5,0
UCTUqVdJeP_gYEPUFzdYLB2Q,7584,4,10
UCTV19ViIuZVcBojkSmZkirw,7585,4,4
UCTVXVrB_Fcage2Gz5bbTv4A,7586,4,2
UCTVcEv1PjtOFlQ5pny1T1sw,7587,8,0
UCTVxDzRVd3y1jQWWqa6KtBw,7588,6,4
UCTWv3oYrqh_DNAtr8Hm_zGw,7589,5,10
UCTX8ZbNDi_HBoyjTWRw9fAg,7590,4,1
UCTXgt-BeRV7qf60ISoojOsQ,7591,0,8
UCTXpa-WpS8cCoRR9LJG_AmQ,7592,8,0
UCTXwZKEbAPvp0yjpuRMHqBw,7593,5,14
UCTY6fxtqkF_dtGanIhZHHVg,7594,7,12
UCTYRecH8Uqq9xtaWLrYvE1A,7595,4,2
UCTZUTvv_1Onm-f-533Hyurw,7596,4,11
UCTZb5WPOtI0G92JW4Vz9fIw,7597,4,7
UCTZgu3YgG8LLkTgpkneozqQ,7598,5,1
UCT_QEGH0myu6lgbE_biQPuw,7599,5,7
UCT_dB4i0Jz971GVTA-D2Tbg,7600,4,2
UCTa6JUfYSSu-ELH4hlRdWpg,7601,8,0
UCTaUSVAENif_-yp97JEAxvA,7602,6,4
UCTbNOCtAGaqOEnLMeo3JTeg,7603,5,0
UCTbT2FgB9oMpi4jB9gNPadQ,7604,6,2
UCTbcSRduRJJTMaQhUVqywRw,7605,4,7
UCTcATaNqlaCF4zkZp29BJRQ,7606,5,10
UCTccNXoc25kbJRtVayPE58w,7607,6,8
UCTcw8GqWQlFcc6ioeJQOMAQ,7608,5,7
UCTdLvmSFokrAtp1ZtP-HhSw,7609,6,4
UCTdY7Fw0YMHCJ09jKTGy9Xw,7610,5,16
UCTdvnKKSgp4LIoAmxaJQv0w,7611,6,4
UCTeGHGnuF6bG7l6tS_hnmvQ,7612,8,16
UCTeo335PyMAuePx7FMlPI_w,7613,5,14
UCTf3jU9tyfsq1ElmkTY_ztQ,7614,0,5
UCTgQTM6B97Tk5FPNOWZMB1Q,7615,5,10
UCTgyg3icgtH5ea41LaHd-rA,7616,6,4
UCTh7LxBX092Ont5OwfLjeAg,7617,4,9
UCThNgv7syE8Xo9YQi5D-8Ng,7618,8,0
UCThbMTLFbeDGrZlb9DnTKDg,7619,0,5
UCTheFErn4MureanSiqgKIag,7620,4,12
UCThhGOjJNWL4ZK45UrRh27A,7621,6,14
UCThk2MSYL2vesV2Ct8Kg9bQ,7622,8,0
UCTi3mRHhtqqrz5rXgw0F3mw,7623,0,3
UCTiCPFd6qqBIWTN4xTVPsyw,7624,5,10
UCTil5w82CDH6HRmkjcPbsZw,7625,0,3
UCTj7Cw307CYufcKLLizh4MA,7626,0,9
UCTjDhFuGXlhx9Us0gq0VK2w,7627,4,11
UCTjF8TNC7blVsBtWyMrsj4A,7628,5,2
UCTjTvadNjmp_edgndajL0ag,7629,4,7
UCTjWonllhdoO70SxGvd4Taw,7630,5,9
UCTkXRDQl0luXxVQrRQvWS6w,7631,5,7
UCTkdEpjEbt4pH-AbD26QRKA,7632,0,3
UCTl0Ma_EL_1kaNuAYnbDSBQ,7633,6,4
UCTl3QQTvqHFjurroKxexy2Q,7634,0,8
UCTl8bLnzuZzID1kIhpbS5vQ,7635,4,7
UCTldDNXS4GeChcmwm55mXYQ,7636,4,1
UCTlnaHHQ75zlDg_fLr7tGEg,7637,0,12
UCTlo9YEeqD-4jDR7v1w3otw,7638,4,3
UCTn3NF5I_ng0--SOGi39l4A,7639,8,0
UCTn45orVsFOsNZHxAJcZK5g,7640,0,3
UCTn6eUt2dRO_iaH_q49yHzg,7641,7,12
UCTnG5hRh-3Kmd-GzVDJ8oRQ,7642,6,1
UCTnK3UFznEB5bd4vDEFMM4A,7643,6,4
UCTnOO4lgU7zqKKLAfYSZXiQ,7644,0,8
UCTnhya0OmSG64vw3fVgdGDg,7645,4,7
UCToP-CypOEy492H7VZiIfmA,7646,6,4
UCToZTtSLYLyRV5xwUcAa9Kg,7647,6,1
UCTosgQvaBFbzVkx7qzi1tNw,7648,5,16
UCToxKVrkEuAONR4rFIJ_DyQ,7649,4,2
UCTpdYhet__fMAb0oHIGBOcQ,7650,8,0
UCTpimYCcrF0Ie8RzWmwNMPg,7651,8,0
UCTpmmkp1E4nmZqWPS-dl5bg,7652,4,7
UCTpwJfKOMcaGOrVdccjnbQQ,7653,4,4
UCTqDzPyS7dDBxjywNROdAUg,7654,0,8
UCTqMx8l2TtdZ7_1A40qrFiQ,7655,4,2
UCTqcKb3T1QVbOHT8LIFs3xg,7656,6,4
UCTrOpeOhIAQVCyAh05DkHXQ,7657,0,3
UCTrQ7HXWRRxr7OsOtodr2_w,7658,4,11
UCTrYqPWfAOku2Wkdxer4DRQ,7659,0,9
UCTrav8xyD0HhKk2OXEBsThA,7660,8,0
UCTrtA2LyW7gie0o8hY4efXw,7661,5,0
UCTs-d2DgyuJVRICivxe2Ktg,7662,6,8
UCTs59UCfP4YLUt6pDR_uLtg,7663,6,0
UCTs9nNpx1Yk_8XlrXRhnfBQ,7664,8,6
UCTsFqvFocRsP6YmdzPdHwCw,7665,4,2
UCTsJtoNaZBYQhbIxS0-XEkQ,7666,4,2
UCTsM1dSAiXqiV5oZjuNw_Bg,7667,4,8
UCTsPDENL6UTfdIExrWO2NlQ,7668,4,4
UCTsnTp-g5Rj3VY7Tlm2XQ6A,7669,4,14
UCTsqCLJjx0n_gWkS9uNt-zw,7670,6,4
UCTt2AnK--mnRmICnf-CCcrw,7671,4,7
UCTtEhdlWz5erVK734-Gn0VQ,7672,4,1
UCTtTMkCcxLSd2259Wd8ZFJg,7673,4,10
UCTtqwFQDLjQQBfwyxaLMZdQ,7674,6,8
UCTu-9VC7Bk48FGwxA9j2bfw,7675,5,14
UCTuOoT5hhkHYwStFpmchwXQ,7676,6,1
UCTuPbZch1tt7K7K5ANc6GFQ,7677,8,0
UCTugjE76W-cSLohpbB_NRLA,7678,6,2
UCTv-XvfzLX3i4IGWAm4sbmA,7679,4,1
UCTvYEid8tmg0jqGPDkehc_Q,7680,4,2
UCTvfCN8JdnZflZK_9RygbXQ,7681,8,12
UCTw0axsmavWHj6EecdMWiTg,7682,4,2
UCTwO4CeGYTt70Y8xfs9wDjw,7683,6,4
UCTwl2GjR3ZDyWfTAOK-pbow,7684,6,0
UCTww8AN55CS26MTYzp116kw,7685,5,10
UCTwywdg9Sw5xs4wdN-qz7yw,7686,4,2
UCTxYiqvS9nGVodWqIxnmzxg,7687,8,0
UCTxhd-f3WmraKfCQSambCxA,7688,6,0
UCTxuyB5y_1aEBgBlOgsXAHA,7689,4,14
UCTyAkiNSx3Nf10KjBVm1IKg,7690,6,0
UCTyC8MgBZhYrompfwfo-iqw,7691,7,12
UCTz8K5TMmkQkRArybXfoVDg,7692,4,1
UCTzBfQF4z2ZdXRbfWazLlrQ,7693,6,0
UCTzLRZUgelatKZ4nyIKcAbg,7694,4,8
UCTzNd0_N5w5IliW-kxEW_1g,7695,4,9
UCTzVrd9ExsI3Zgnlh3_btLg,7696,8,0
UCTzaj3hky-ltm6_iRsDxEoA,7697,6,4
UCTzjnbxgPIHYD0_qDBvNOSQ,7698,5,1
UCTzy4FQNreZnkPG7ZlkTA0g,7699,4,2
UCTzzh49iUjkikX6ni8uYbSA,7700,6,1
UCU-RAnmE8xrZWKlLwLmyMeA,7701,8,0
UCU0DZhN-8KFLYO6beSaYljg,7702,4,2
UCU0Gd4GEr9rBTIdZC6U3v6w,7703,4,8
UCU0LJ9et5Tb3m7COFzShgLg,7704,4,5
UCU0PnZqMDQ0uvwacGzCX3NA,7705,0,8
UCU0SGO9-HhqZfsB9v8sbJ5w,7706,0,3
UCU0X0jiii24OXllSgXbPVBw,7707,7,12
UCU1gdb48_BAuHKvuzx2h0-w,7708,4,5
UCU1iHJIdro6Kr_dAnYYZjKw,7709,0,8
UCU1jyt5hG6SboKJtOVlF4ug,7710,0,8
UCU1v3aREdaFD6BA-FRLYUQQ,7711,0,14
UCU22SYUm7Z1COjASmmQG1aA,7712,5,16
UCU2PacFf99vhb3hNiYDmxww,7713,4,8
UCU2zNeYhf9pi_wSqFbYE96w,7714,6,12
UCU3Poqto62jnrMSxar2YnPQ,7715,5,14
UCU3Q7YbKNK6yTsG-g7v-5Ug,7716,5,10
UCU3dS5ZDA_IucoUwZ1TibIQ,7717,4,9
UCU3gQGhk0lYK-fKOR0sopgg,7718,4,2
UCU4SmjTy1NoSpIYJnDwctNw,7719,0,1
UCU4dAZZU0iXC3U-EZ2v5ePg,7720,0,12
UCU4dU07ZfRopBQroeYdpWIA,7721,8,16
UCU4sjFOAfJ6kvEzXW7ov53g,7722,6,8
UCU5-kIGMu3q86x4VfThBLzQ,7723,4,7
UCU5AbNuMPGB491GcqXuzwKw,7724,4,2
UCU5DSVGZOI78sFsVbdl_6EQ,7725,6,8
UCU5O9i7PpJKHiDI7GRCMSiQ,7726,5,16
UCU5eV0c0SE0TMXrV8P94jAQ,7727,4,7
UCU5pQWmxvxqRP5u-SdoV8rQ,7728,0,3
UCU5qmd5NvJljDBeM1sD-D1A,7729,0,3
UCU6JLYuerEUb7VrDd4zLihg,7730,5,10
UCU6N3tO2NFCCgDzXNBb2Sfg,7731,8,0
UCU6Yy6QttlTcwf96aafYHkQ,7732,6,1
UCU6cE7pdJPc6DU2jSrKEsdQ,7733,5,10
UCU7WCO2ymb8HSfee1z72X-w,7734,4,4
UCU7iRrk3xfpUk0R6VdyC1Ow,7735,0,8
UCU7nMPggX3gFyIIYFax6kkw,7736,8,16
UCU7uY3wCPh9j39KXzOpqNaw,7737,5,2
UCU7ywSN01vJb6r11UWIiyzw,7738,0,5
UCU8hEdjK8u27TM7KA8JVIEw,7739,5,14
UCU9CQxSXH9Syk_0219DvPgQ,7740,4,2
UCU9GQSAhb4JxdSZKNJ_Ib6w,7741,0,8
UCU9SoQxJewrWb_3GxeteQPA,7742,5,2
UCU9U5AOuW_tQa0MJbBvwsJg,7743,4,2
UCU9pX8hKcrx06XfOB-VQLdw,7744,4,8
UCU9yzHuVMjJa7yBXPnlTHIA,7745,6,4
UCUA8F-8W2qHvmRj5Xd-F8CQ,7746,0,5
UCUACercYthJAgyf1JAc2EhQ,7747,8,0
UCUAJ6YrrIb5T9CGbR4MOEwQ,7748,6,0
UCUAL--p3qAa27luR0IYbjZA,7749,5,7
UCUASXiayHN-I1B6wx5QmOpA,7750,4,7
UCUBhUPUPO27MhfVw92P-JsQ,7751,0,5
UCUBsjvdHcwZd3ztdY1Zadcw,7752,5,7
UCUBuutvonYNw1NrHi6iwMlw,7753,4,1
UCUCEzqD_wIAMzypsXhM7izw,7754,4,7
UCUCHZJaVG-79d5xf891DvMg,7755,0,5
UCUCMLgkMOVYIse7L8Jfa-vQ,7756,0,8
UCUCewSoEFB1x0hz8OxiwB_g,7757,6,4
UCUCfpsXkgfx9rdkYXNAgDSQ,7758,6,4
UCUDGS2Nh0jzLX-5gNDMc_Xw,7759,4,8
UCUDHPdTy9J1lW4HkC71nhqA,7760,8,0
UCUDQdVsKssximyFwg4IxnOQ,7761,0,5
UCUDVBtnOQi4c7E8jebpjc9Q,7762,4,12
UCUDf1ay-hkJ9Ebs7nk4ovgQ,7763,8,0
UCUDf7h4hV1g6Qrvjt4NdrNw,7764,0,5
UCUDrgLAcoXprezBEQdy3ZYQ,7765,6,0
UCUF8bbxyIgVtk03WqL55VgA,7766,8,0
UCUFN8s1AQFKjKbrwPl_uk3g,7767,6,4
UCUFdeo1oLLH_QPlaQfZrqbg,7768,5,14
UCUFgkRb0ZHc4Rpq15VRCICA,7769,4,1
UCUFnGWHIQvybwmR7XDh7-9A,7770,4,7
UCUGCfw5Kjg6xrF6XFoKw-ww,7771,0,4
UCUGaA-c_-gJiSAMUPHTmj6w,7772,0,14
UCUGwnDFBHY52YhgVjn-Tvww,7773,0,5
UCUHW94eEFW7hkUMVaZz4eDg,7774,5,10
UCUHsXS2q7A7cTc8R6r31FRg,7775,4,2
UCUHtgunZcEYMFaFe3F0c_Ww,7776,1,16
UCUI2t1rGG2bzhwBOS4pZAeQ,7777,0,5
UCUJGdmc1v8zDuQ5-S8COxog,7778,6,4
UCUJXm3LMFLSEe_A2IBf8GwQ,7779,5,16
UCUJeW9pnxhDZ5GA0TNRl4zg,7780,0,8
UCUJz3Kx_UkivcPzdAmcFAPg,7781,6,4
UCUK0HBIBWgM2c4vsPhkYY4w,7782,5,10
UCUK49UvmYWYLiB7_bZFuFZQ,7783,0,5
UCUK5LceUP300vEmHNOzTdCQ,7784,4,5
UCUKKQwBQZczpYzETkZNxi-w,7785,6,4
UCUKMpHTtAG8bJY7bMSatNJg,7786,4,14
UCUKi4zY5ETSqrKAjTBgjM-g,7787,5,2
UCUKw8_dn_bmxdfdFlv0Xnhw,7788,0,5
UCUKxWDTKylMaLjbNe3pOpCg,7789,7,12
UCUKxvWVo8lmRXkbTOkqUhGg,7790,5,12
UCULKp_WfpcnuqZsrjaK1DVw,7791,6,7
UCULLmfWqhMOeiWEV6hkMSCg,7792,0,8
UCULN4pFp-FlahCVfTNEE3BA,7793,4,9
UCULkRHBdLC5ZcEQBaL0oYHQ,7794,6,4
UCULzCZWkkOb9dW8rr6dguQQ,7795,6,6
UCUMKhiOBYNgBLUHcXcjj0WA,7796,6,4
UCUMRaiiNMl3m7LxtCPI2tJg,7797,4,11
UCUMZ7gohGI9HcU9VNsr2FJQ,7798,4,1
UCUMyZ3GFwAPkEuai3zR3rxg,7799,8,16
UCUN9lhwfMJRxMVuet7Shg0w,7800,4,11
UCUNC9hmB6I7MvY2w2LF5fUQ,7801,6,14
UCUNSNLJINivbSu-Yg9hk13w,7802,4,2
UCUOLCiqCRWojS_C-kfeKdhQ,7803,6,5
UCUONs6Dma0w6iDbKUk5cvBg,7804,4,7
UCUOc_ugqjTpQBxevuaEJ-8w,7805,5,10
UCUOvQWNdOMJnJzz4fZXLkyA,7806,4,9
UCUP0Rdh8dgXsA3n0MnvfnZg,7807,5,4
UCUPf9V7GPvIiwuZcG90CL8Q,7808,6,7
UCUPfRa2JQtzWQZC7mLsr7bQ,7809,4,2
UCUPo6rpxItiqyLLBu9EBB_Q,7810,4,9
UCUPr-L6BprRHBS0EIBxciCA,7811,6,2
UCUPvo-jwM02Fp-vigFEiG2A,7812,8,0
UCUPwakTy_PtUBdY1HrgqaaA,7813,6,4
UCUQ3t3RWHCHMdcXpranvWww,7814,5,2
UCUQQipvO7COiSx46H_vrPBQ,7815,6,4
UCUQg_UBQfVjptn7Wqcgzz-w,7816,4,7
UCUQo7nzH1sXVpzL92VesANw,7817,5,10
UCUR566sL_gMIlByPaA0MeSw,7818,6,4
UCUR8Hid3gm05upmtk4LrgpQ,7819,4,7
UCURffR0e_FPKnDuzQ0XyWhw,7820,0,4
UCUSElbgKZpE4Xdh5aFWG-Ig,7821,6,8
UCUSFb3Dwt8AdfDIxdHTlNuA,7822,0,5
UCUSSnoEQ8DSRK-gnWS0vfyA,7823,0,14
UCUS_IE2XRoSvAiaKzOql21g,7824,4,4
UCUSnmtB3V6Z65lLB3ANRlQw,7825,0,5
UCUT8RoNBTJvwW1iErP6-b-A,7826,4,7
UCUTD4hr_kXIwrZL5MKCjyOw,7827,6,4
UCUTTXJRdjf-dM-EKKRWLMiA,7828,4,2
UCUTdXbmaeot8CqyBNRmEbWA,7829,8,16
UCUU3lMXc6iDrQw4eZen8COQ,7830,4,2
UCUU9uHMsysDemU44kOZZNMA,7831,0,3
UCUUNkL6Wke6i0P6funa7wdQ,7832,4,2
UCUUU29AwqBBdItwah3CfbDQ,7833,6,4
UCUUWDzrkuEztzddaW_sgQbA,7834,0,3
UCUVa51UA_690sEKyRbHb-5A,7835,5,2
UCUVnfQaEmCIhFZC5d_JniyQ,7836,0,12
UCUWdltdSR6mONwLa5ODDVjw,7837,0,5
UCUWhWgXOjE1ET2CRRtgcnQw,7838,6,4
UCUX_ldv9hPi3-8MAHzNwHgA,7839,4,3
UCUXlmNbwWA2FlYY5aaUp9ng,7840,0,5
UCUY6t_N9MyEWu6I0ZXkbtKA,7841,5,0
UCUYA9nNP2Pgz5RF_oMvnqdQ,7842,3,16
UCUYO-nNtIvde0Ed8p7SeqaA,7843,0,8
UCUYvMkFKvv6ZRhOigHEletA,7844,0,8
UCUZ8dtb_OnUXHJmprdepHYA,7845,8,0
UCUZdSiU-RnkdUnnyIQY5t9w,7846,6,1
UCUZzyuAlhHNP3oiuMjn7RfQ,7847,4,5
UCU_AsfgtKjwR4qaSwgsWn-w,7848,0,3
UCU_Dzyqehuz3pVbZrOqOT3A,7849,0,5
UCU_FozE_MPC8w4YncyShmJQ,7850,0,8
UCU_If3OQp9FPHoP1BteFNlA,7851,0,4
UCU_MfrF9fw0CUMOrGy7D1mQ,7852,1,16
UCU_Nevlj-8FbjbvVwZf6Qog,7853,6,0
UCU_W0oE_ock8bWKjALiGs8Q,7854,4,2
UCU_scVgSTMPeKIXrl6F9vAw,7855,4,8
UCUaBFluQmMkOesL1jzWch8g,7856,6,4
UCUaT_39o1x6qWjz7K2pWcgw,7857,1,16
UCUaiGrBfRCaC6pL7ZnZjWbg,7858,6,1
UCUb37E8xbJoXJ2fT9NZhzNg,7859,6,3
UCUbDcUPed50Y_7KmfCXKohA,7860,5,1
UCUbDt4wbXwPYoo-1rcN5KNQ,7861,6,1
UCUcgmAkZ660TQqdOWe2DeRg,7862,7,12
UCUcvKVZ2bnAcQn5Xy-qPuQQ,7863,4,11
UCUcyEsEjhPEDf69RRVhRh4A,7864,5,14
UCUcyI5Kul4ebpE4C-Wwraaw,7865,4,4
UCUd0P7GJ_6UiLcIpfKH9sCQ,7866,0,4
UCUdKQXtKb1me2Gt1nz6tzdg,7867,5,16
UCUd_ZdE1xZnw3ZokDNVQRfA,7868,5,10
UCUdsAj_U-yYwVLewMSd3xEA,7869,8,0
UCUdunfSS-4CyZsIhICtgr6A,7870,8,0
UCUe6ZpY6TJ0no8jI4l2iLxw,7871,0,3
UCUebubwSuTHfHjWJI4gCS9A,7872,5,2
UCUetuR_z_X9HopDHAAoRlVQ,7873,0,3
UCUf53DHwoQw4SvETXZQ2Tmg,7874,6,16
UCUf7BpZJOP4YnfF2iVDt-_Q,7875,6,4
UCUfTroXxwFtAczPf_MiSNgw,7876,8,0
UCUfeF7SW5J3tYOwc7SUm3dA,7877,6,4
UCUg0L_VHJFPROaRfgDA5i6A,7878,8,0
UCUg8jBErq5nnFwUzs_ESqmQ,7879,6,2
UCUgP5pdToi19fWe19NVliFg,7880,0,3
UCUgvCC6iygghq-f2r96P-Jw,7881,4,5
UCUhFaUpnq31m6TNX2VKVSVA,7882,4,7
UCUhLCpJxt5XmU5d0-LwhLMw,7883,5,10
UCUhUtZhgZ9x6FCnNXhGCHTg,7884,5,16
UCUhpu5MJQ_bjPkXO00jyxsw,7885,0,5
UCUiPah8pHDSBxlPoLhkoH1w,7886,8,0
UCUidtbekzmCTXefDmob28mg,7887,0,3
UCUjXcNjOpNXhamNRcuEikUA,7888,4,8
UCUjlPym2cxucUVPdE8kYOOg,7889,8,0
UCUjrDJokSX8JavRwy5iUOkA,7890,4,5
UCUk0B6oTc6q_aLsPnbY-zog,7891,0,4
UCUk7VggtJdo9XYTy3Z5QVAw,7892,5,2
UCUkXAbO0Lms1wkx8k0RN2uA,7893,0,3
UCUkslTRrWDdmZmncHpb9sLQ,7894,0,3
UCUl4iZLDjyZdFeI68A2z2gg,7895,8,0
UCUluMZ95Fi0gMiygD-Go1rg,7896,6,1
UCUmC7gXciukRv73CQRQ5QGQ,7897,5,14
UCUmVipYm2QLX1MqytvV5K_Q,7898,0,3
UCUmVotIMVDOHNetxVKxs2Tg,7899,8,0
UCUmak98EuauQJ2pklUVSXRw,7900,8,0
UCUmhrRevHylwk_pLfqwDr0Q,7901,0,5
UCUmvHm-gzYqLFMWEfDtKmBw,7902,0,3
UCUnKWj_hyiVErnVSf2oD42A,7903,4,8
UCUnMwmK0ROhO6s9nc6_LPzQ,7904,8,0
UCUnVy_ZdKrXgZ_y45BuIysw,7905,8,16
UCUniVa5d3uny2GmhEQ33ruA,7906,4,7
UCUnmH8N8k4E7y3dKfCzDKKg,7907,1,16
UCUnt5ZvkwcwHi35SrSjiQdw,7908,8,0
UCUoA7qPpt6wF0k0BIJZzjiw,7909,8,0
UCUocOQtoaHPuT0K8lME559A,7910,5,9
UCUokE05dsixxBgwxMCzr6Hw,7911,5,0
UCUolKGkRVFh5O7thPmgyjJw,7912,6,4
UCUoplm_wctr69IxiXNIKQog,7913,6,4
UCUpS9qH3N5rFy51Ft-rYsnA,7914,0,8
UCUpbgPbDccjoB9PxI-nI7oA,7915,4,14
UCUpk4scYR_i8g2mPb8UjE8Q,7916,6,4
UCUpquzY878NEaZm5bc7m2sQ,7917,0,3
UCUqbAYEYtufEzLqm8vEk95Q,7918,6,0
UCUs8sGiP4avNaYNVO22INhQ,7919,5,12
UCUsN5ZwHx2kILm84-jPDeXw,7920,4,7
UCUsTSbCLD96-pcWi2Kqaitg,7921,6,4
UCUsgEUUY2w9c7Z5M4u2zdww,7922,4,7
UCUsjtDtVf6qyxigW-30ww4w,7923,4,9
UCUtFapvPCBoi70TKLoITjlw,7924,8,0
UCUtLwfZeK-K6RqBTiGIk2Tw,7925,6,1
UCUtSVA_ddHQJ-9UcxVKemIA,7926,8,0
UCUtUVnGVHrc83t1r0p5r7ww,7927,1,16
UCUtWNBWbFL9We-cdXkiAuJA,7928,4,2
UCUtYidq68LZ9z6CZpDrfrpg,7929,0,3
UCUtZTNrZ8CUt_db3q5sEhjA,7930,6,4
UCUtZaxDF3hD5VK4xRYFBePQ,7931,0,3
UCUtdmXEDHdSHPZP37n_Bymw,7932,6,4
UCUtmzHuW43bFbUP-Xl0TTKA,7933,5,12
UCUuDY1vqHMDN6lp_vbaGcHQ,7934,4,7
UCUuENVpVuzqpRsXWIDlpQTg,7935,5,16
UCUuFGLZNPQg0GoHT6pMs09w,7936,6,4
UCUuU7X-e2ZRNOoBG3Cy8txw,7937,4,2
UCUudDyi0JiVmSxarvU98YYQ,7938,4,2
UCUujfNBK9uv3cIW-P5PX7vA,7939,5,10
UCUuvZ0skL2WYZ3rhPMZbfdA,7940,5,10
UCUv5WKaX1XbDPr6rkoO67XA,7941,6,0
UCUvEpOhD1BYa6J2dPZbEtTw,7942,5,2
UCUvT5_2eXhGgUD7QZ-pVa4g,7943,6,1
UCUvvj5lwue7PspotMDjk5UA,7944,7,12
UCUw2c25ORDJoQ_XHEPjNuSA,7945,0,1
UCUw4K8hh4No3ks8wxfqj-uQ,7946,4,1
UCUwEWFoOPvnLEU0lzawwBCA,7947,4,9
UCUwik7G3AQ6IhuMIXeY80WA,7948,6,4
UCUxMRmePTZ0l-BGPi_fBNUw,7949,0,8
UCUxbV_ewlfeaIHN-qSrQsIg,7950,8,0
UCUxc0iEpV8wZV4WLOui0RwQ,7951,4,7
UCUyGtpLjiqUE-McsLlGYwFw,7952,8,0
UCUyVHhyGAR3djWzqlljIN1A,7953,4,12
